, Dimensione (n), Mediana (s), Tempi - (s), Tempi + (s)
66, 670, 1.3e-05, -1.3e-05, +9.4e-05 
67, 680, 1.5e-05, -1.4e-05, +6.5e-05 
68, 690, 2.1e-05, -2.0e-05, +1.8e-04 
69, 700, 2.0e-05, -2.0e-05, +6.5e-05 
70, 710, 2.1e-05, -2.0e-05, +8.4e-05 
71, 720, 1.6e-05, -1.5e-05, +6.2e-05 
72, 730, 1.7e-05, -1.6e-05, +6.3e-05 
73, 740, 1.9e-05, -1.8e-05, +2.3e-04 
74, 750, 2.2e-05, -2.2e-05, +8.0e-05 
75, 760, 2.0e-05, -2.0e-05, +1.4e-04 
76, 770, 2.3e-05, -2.2e-05, +7.7e-05 
77, 780, 2.6e-05, -2.6e-05, +7.5e-05 
78, 790, 1.7e-05, -1.7e-05, +8.5e-05 
79, 800, 1.9e-05, -1.9e-05, +7.5e-05 
80, 810, 2.1e-05, -2.0e-05, +1.3e-04 
81, 820, 2.2e-05, -2.1e-05, +7.5e-05 
82, 830, 1.9e-05, -1.9e-05, +7.5e-05 
83, 840, 3.1e-05, -3.0e-05, +9.4e-05 
84, 850, 3.0e-05, -3.0e-05, +8.0e-05 
85, 860, 2.1e-05, -2.1e-05, +8.9e-05 
86, 870, 1.9e-05, -1.9e-05, +8.9e-05 
87, 880, 2.6e-05, -2.6e-05, +6.7e-05 
88, 890, 2.1e-05, -2.1e-05, +8.1e-05 
89, 900, 2.5e-05, -2.4e-05, +1.8e-04 
90, 910, 2.5e-05, -2.5e-05, +1.1e-04 
91, 920, 2.3e-05, -2.2e-05, +9.9e-05 
92, 930, 2.3e-05, -2.2e-05, +8.8e-05 
93, 940, 2.3e-05, -2.3e-05, +8.2e-05 
94, 950, 2.5e-05, -2.5e-05, +1.0e-04 
95, 960, 2.4e-05, -2.4e-05, +1.1e-04 
96, 970, 2.3e-05, -2.3e-05, +8.0e-05 
97, 980, 2.2e-05, -2.2e-05, +1.1e-04 
98, 990, 2.5e-05, -2.5e-05, +8.4e-05 
99, 1000, 2.3e-05, -2.3e-05, +3.4e-05 
